asset_id,hostname,environment,application,service_owner,business_unit,status,region,os_type,lifecycle_state
ASSET-006152,reporting-dashboard-dev-6152.internal,dev,reporting-dashboard,Data Engineering,Platform,active,ap-southeast,linux,active
ASSET-006153,search-service-dev-6153.internal,dev,search-service,Platform Engineering,Retail,active,us-west,linux,deprecated
ASSET-006154,notification-service-prod-6154.internal,prod,notification-service,Platform Engineering,Platform,active,us-west,windows,active
ASSET-006155,order-service-dev-6155.internal,dev,order-service,Platform Engineering,Retail,active,ap-southeast,linux,retired
ASSET-006156,search-service-dev-6156.internal,dev,search-service,Platform Engineering,Retail,active,us-west,linux,deprecated
ASSET-006157,inventory-service-prod-6157.internal,prod,inventory-service,Logistics Team,Logistics,active,ap-southeast,linux,provisioning
ASSET-006158,search-service-prod-6158.internal,prod,search-service,Platform Engineering,Retail,maintenance,us-east,windows,active
ASSET-006159,warehouse-management-dev-6159.internal,dev,warehouse-management,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-006160,customer-portal-dev-6160.internal,dev,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,deprecated
ASSET-006161,shipping-tracker-dev-6161.internal,dev,shipping-tracker,Logistics Team,Logistics,maintenance,ap-southeast,linux,deprecated
ASSET-006162,shipping-tracker-staging-6162.internal,staging,shipping-tracker,Logistics Team,Logistics,decommissioned,ap-southeast,linux,active
ASSET-006163,shipping-tracker-dev-6163.internal,dev,shipping-tracker,Logistics Team,Logistics,maintenance,eu-west,linux,provisioning
ASSET-006164,inventory-service-prod-6164.internal,prod,inventory-service,Logistics Team,Logistics,active,eu-west,windows,active
ASSET-006165,shipping-tracker-prod-6165.internal,prod,shipping-tracker,Logistics Team,Logistics,decommissioned,ap-southeast,linux,active
ASSET-006166,search-service-qa-6166.internal,qa,search-service,Platform Engineering,Retail,active,ap-southeast,windows,active
ASSET-006167,customer-portal-dev-6167.internal,dev,customer-portal,Customer Experience Team,Retail,maintenance,eu-west,windows,retired
ASSET-006168,warehouse-management-prod-6168.internal,prod,warehouse-management,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-006169,fraud-detection-staging-6169.internal,staging,fraud-detection,Security Team,Finance,active,us-east,windows,active
ASSET-006170,warehouse-management-prod-6170.internal,prod,warehouse-management,Logistics Team,Logistics,active,ap-southeast,windows,active
ASSET-006171,analytics-pipeline-dev-6171.internal,dev,analytics-pipeline,Data Engineering,Platform,active,ap-southeast,linux,active
ASSET-006172,customer-portal-staging-6172.internal,staging,customer-portal,Customer Experience Team,Retail,active,us-east,linux,active
ASSET-006173,reporting-dashboard-prod-6173.internal,prod,reporting-dashboard,Data Engineering,Platform,maintenance,us-west,macos,active
ASSET-006174,shipping-tracker-prod-6174.internal,prod,shipping-tracker,Logistics Team,Logistics,active,us-east,windows,active
ASSET-006175,auth-service-qa-6175.internal,qa,auth-service,Security Team,Platform,active,us-west,windows,active
ASSET-006176,auth-service-qa-6176.internal,qa,auth-service,Security Team,Platform,active,ap-southeast,linux,provisioning
ASSET-006177,warehouse-management-qa-6177.internal,qa,warehouse-management,Logistics Team,Logistics,active,us-west,windows,active
ASSET-006178,analytics-pipeline-staging-6178.internal,staging,analytics-pipeline,Data Engineering,Platform,active,us-west,linux,active
ASSET-006179,warehouse-management-prod-6179.internal,prod,warehouse-management,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-006180,reporting-dashboard-qa-6180.internal,qa,reporting-dashboard,Data Engineering,Platform,active,us-west,linux,active
ASSET-006181,notification-service-dev-6181.internal,dev,notification-service,Platform Engineering,Platform,active,ap-southeast,linux,active
ASSET-006182,reporting-dashboard-dev-6182.internal,dev,reporting-dashboard,Data Engineering,Platform,maintenance,ap-southeast,linux,provisioning
ASSET-006183,payment-gateway-staging-6183.internal,staging,payment-gateway,Payments Team,Finance,active,us-west,linux,active
ASSET-006184,reporting-dashboard-prod-6184.internal,prod,reporting-dashboard,Data Engineering,Platform,active,eu-west,linux,active
ASSET-006185,payment-gateway-dev-6185.internal,dev,payment-gateway,Payments Team,Finance,active,us-west,linux,active
ASSET-006186,fraud-detection-qa-6186.internal,qa,fraud-detection,Security Team,Finance,active,us-west,linux,active
ASSET-006187,notification-service-prod-6187.internal,prod,notification-service,Platform Engineering,Platform,maintenance,ap-southeast,linux,active
ASSET-006188,api-gateway-qa-6188.internal,qa,api-gateway,SRE Team,Platform,active,us-west,linux,active
ASSET-006189,inventory-service-dev-6189.internal,dev,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-006190,auth-service-qa-6190.internal,qa,auth-service,Security Team,Platform,active,us-west,windows,provisioning
ASSET-006191,reporting-dashboard-qa-6191.internal,qa,reporting-dashboard,Data Engineering,Platform,active,eu-west,linux,active
ASSET-006192,order-service-dev-6192.internal,dev,order-service,Platform Engineering,Retail,active,us-east,windows,active
ASSET-006193,shipping-tracker-staging-6193.internal,staging,shipping-tracker,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-006194,inventory-service-qa-6194.internal,qa,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-006195,customer-portal-staging-6195.internal,staging,customer-portal,Customer Experience Team,Retail,active,us-east,windows,active
ASSET-006196,notification-service-staging-6196.internal,staging,notification-service,Platform Engineering,Platform,active,eu-west,linux,active
ASSET-006197,search-service-dev-6197.internal,dev,search-service,Platform Engineering,Retail,maintenance,us-east,macos,active
ASSET-006198,shipping-tracker-dev-6198.internal,dev,shipping-tracker,Logistics Team,Logistics,maintenance,ap-southeast,linux,active
ASSET-006199,payment-gateway-dev-6199.internal,dev,payment-gateway,Payments Team,Finance,active,us-east,windows,active
ASSET-006200,payment-gateway-dev-6200.internal,dev,payment-gateway,Payments Team,Finance,active,us-west,linux,active
ASSET-006201,api-gateway-staging-6201.internal,staging,api-gateway,SRE Team,Platform,decommissioned,us-east,windows,active
ASSET-006202,api-gateway-dev-6202.internal,dev,api-gateway,SRE Team,Platform,active,us-west,linux,active
ASSET-006203,shipping-tracker-staging-6203.internal,staging,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-006204,payment-gateway-dev-6204.internal,dev,payment-gateway,Payments Team,Finance,active,eu-west,linux,deprecated
ASSET-006205,order-service-dev-6205.internal,dev,order-service,Platform Engineering,Retail,active,eu-west,windows,provisioning
ASSET-006206,api-gateway-dev-6206.internal,dev,api-gateway,SRE Team,Platform,active,us-east,linux,active
ASSET-006207,recommendation-engine-qa-6207.internal,qa,recommendation-engine,Data Engineering,Retail,active,us-west,linux,active
ASSET-006208,warehouse-management-staging-6208.internal,staging,warehouse-management,Logistics Team,Logistics,active,us-west,linux,active
ASSET-006209,customer-portal-prod-6209.internal,prod,customer-portal,Customer Experience Team,Retail,active,eu-west,linux,active
ASSET-006210,search-service-dev-6210.internal,dev,search-service,Platform Engineering,Retail,active,us-east,windows,active
ASSET-006211,order-service-staging-6211.internal,staging,order-service,Platform Engineering,Retail,active,ap-southeast,linux,active
ASSET-006212,recommendation-engine-prod-6212.internal,prod,recommendation-engine,Data Engineering,Retail,maintenance,eu-west,linux,active
ASSET-006213,analytics-pipeline-dev-6213.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-west,windows,provisioning
ASSET-006214,customer-portal-dev-6214.internal,dev,customer-portal,Customer Experience Team,Retail,active,us-east,linux,active
ASSET-006215,recommendation-engine-dev-6215.internal,dev,recommendation-engine,Data Engineering,Retail,active,eu-west,linux,active
ASSET-006216,search-service-dev-6216.internal,dev,search-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-006217,auth-service-prod-6217.internal,prod,auth-service,Security Team,Platform,active,eu-west,linux,active
ASSET-006218,payment-gateway-qa-6218.internal,qa,payment-gateway,Payments Team,Finance,active,eu-west,windows,active
ASSET-006219,order-service-qa-6219.internal,qa,order-service,Platform Engineering,Retail,active,eu-west,windows,deprecated
ASSET-006220,api-gateway-prod-6220.internal,prod,api-gateway,SRE Team,Platform,active,ap-southeast,windows,active
ASSET-006221,customer-portal-qa-6221.internal,qa,customer-portal,Customer Experience Team,Retail,active,eu-west,windows,active
ASSET-006222,customer-portal-staging-6222.internal,staging,customer-portal,Customer Experience Team,Retail,active,eu-west,linux,provisioning
ASSET-006223,recommendation-engine-dev-6223.internal,dev,recommendation-engine,Data Engineering,Retail,active,us-west,linux,active
ASSET-006224,shipping-tracker-qa-6224.internal,qa,shipping-tracker,Logistics Team,Logistics,maintenance,ap-southeast,linux,active
ASSET-006225,notification-service-dev-6225.internal,dev,notification-service,Platform Engineering,Platform,active,us-west,linux,active
ASSET-006226,recommendation-engine-dev-6226.internal,dev,recommendation-engine,Data Engineering,Retail,active,eu-west,linux,active
ASSET-006227,analytics-pipeline-dev-6227.internal,dev,analytics-pipeline,Data Engineering,Platform,active,ap-southeast,macos,deprecated
ASSET-006228,search-service-staging-6228.internal,staging,search-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-006229,order-service-staging-6229.internal,staging,order-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-006230,auth-service-staging-6230.internal,staging,auth-service,Security Team,Platform,active,us-east,windows,deprecated
ASSET-006231,billing-engine-dev-6231.internal,dev,billing-engine,Payments Team,Finance,maintenance,us-east,linux,active
ASSET-006232,search-service-prod-6232.internal,prod,search-service,Platform Engineering,Retail,maintenance,us-east,linux,active
ASSET-006233,payment-gateway-dev-6233.internal,dev,payment-gateway,Payments Team,Finance,maintenance,eu-west,linux,active
ASSET-006234,payment-gateway-prod-6234.internal,prod,payment-gateway,Payments Team,Finance,active,us-west,macos,deprecated
ASSET-006235,warehouse-management-staging-6235.internal,staging,warehouse-management,Logistics Team,Logistics,active,us-east,linux,deprecated
ASSET-006236,recommendation-engine-qa-6236.internal,qa,recommendation-engine,Data Engineering,Retail,active,us-east,linux,active
ASSET-006237,fraud-detection-qa-6237.internal,qa,fraud-detection,Security Team,Finance,active,us-west,linux,active
ASSET-006238,customer-portal-prod-6238.internal,prod,customer-portal,Customer Experience Team,Retail,active,us-west,linux,active
ASSET-006239,api-gateway-staging-6239.internal,staging,api-gateway,SRE Team,Platform,active,ap-southeast,linux,active
ASSET-006240,customer-portal-dev-6240.internal,dev,customer-portal,Customer Experience Team,Retail,active,eu-west,linux,deprecated
ASSET-006241,search-service-prod-6241.internal,prod,search-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-006242,payment-gateway-dev-6242.internal,dev,payment-gateway,Payments Team,Finance,active,eu-west,windows,active
ASSET-006243,reporting-dashboard-qa-6243.internal,qa,reporting-dashboard,Data Engineering,Platform,active,ap-southeast,linux,active
ASSET-006244,customer-portal-staging-6244.internal,staging,customer-portal,Customer Experience Team,Retail,maintenance,us-west,linux,deprecated
ASSET-006245,fraud-detection-prod-6245.internal,prod,fraud-detection,Security Team,Finance,active,us-east,linux,active
ASSET-006246,customer-portal-qa-6246.internal,qa,customer-portal,Customer Experience Team,Retail,active,eu-west,linux,active
ASSET-006247,warehouse-management-dev-6247.internal,dev,warehouse-management,Logistics Team,Logistics,maintenance,us-east,linux,active
ASSET-006248,auth-service-qa-6248.internal,qa,auth-service,Security Team,Platform,active,us-east,linux,active
ASSET-006249,order-service-dev-6249.internal,dev,order-service,Platform Engineering,Retail,maintenance,ap-southeast,linux,retired
ASSET-006250,payment-gateway-qa-6250.internal,qa,payment-gateway,Payments Team,Finance,active,eu-west,linux,active
ASSET-006251,recommendation-engine-qa-6251.internal,qa,recommendation-engine,Data Engineering,Retail,decommissioned,eu-west,linux,active
ASSET-006252,payment-gateway-prod-6252.internal,prod,payment-gateway,Payments Team,Finance,active,eu-west,linux,deprecated
ASSET-006253,customer-portal-dev-6253.internal,dev,customer-portal,Customer Experience Team,Retail,active,eu-west,linux,active
ASSET-006254,analytics-pipeline-dev-6254.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-west,linux,active
ASSET-006255,shipping-tracker-qa-6255.internal,qa,shipping-tracker,Logistics Team,Logistics,active,us-east,windows,deprecated
ASSET-006256,inventory-service-dev-6256.internal,dev,inventory-service,Logistics Team,Logistics,active,us-west,linux,retired
ASSET-006257,search-service-dev-6257.internal,dev,search-service,Platform Engineering,Retail,active,ap-southeast,windows,active
ASSET-006258,recommendation-engine-qa-6258.internal,qa,recommendation-engine,Data Engineering,Retail,decommissioned,ap-southeast,linux,active
ASSET-006259,recommendation-engine-qa-6259.internal,qa,recommendation-engine,Data Engineering,Retail,active,us-east,macos,active
ASSET-006260,api-gateway-dev-6260.internal,dev,api-gateway,SRE Team,Platform,active,eu-west,linux,active
ASSET-006261,inventory-service-qa-6261.internal,qa,inventory-service,Logistics Team,Logistics,active,us-west,linux,active
ASSET-006262,auth-service-prod-6262.internal,prod,auth-service,Security Team,Platform,active,eu-west,linux,provisioning
ASSET-006263,shipping-tracker-qa-6263.internal,qa,shipping-tracker,Logistics Team,Logistics,active,us-east,linux,active
ASSET-006264,reporting-dashboard-dev-6264.internal,dev,reporting-dashboard,Data Engineering,Platform,active,us-east,linux,active
ASSET-006265,analytics-pipeline-dev-6265.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,active
ASSET-006266,inventory-service-dev-6266.internal,dev,inventory-service,Logistics Team,Logistics,active,us-east,macos,active
ASSET-006267,recommendation-engine-qa-6267.internal,qa,recommendation-engine,Data Engineering,Retail,active,us-east,windows,active
ASSET-006268,order-service-staging-6268.internal,staging,order-service,Platform Engineering,Retail,active,us-west,linux,provisioning
ASSET-006269,customer-portal-dev-6269.internal,dev,customer-portal,Customer Experience Team,Retail,active,eu-west,windows,active
ASSET-006270,recommendation-engine-dev-6270.internal,dev,recommendation-engine,Data Engineering,Retail,decommissioned,ap-southeast,linux,provisioning
ASSET-006271,billing-engine-dev-6271.internal,dev,billing-engine,Payments Team,Finance,active,eu-west,linux,deprecated
ASSET-006272,warehouse-management-dev-6272.internal,dev,warehouse-management,Logistics Team,Logistics,active,us-east,linux,active
ASSET-006273,analytics-pipeline-prod-6273.internal,prod,analytics-pipeline,Data Engineering,Platform,maintenance,us-west,linux,active
ASSET-006274,fraud-detection-dev-6274.internal,dev,fraud-detection,Security Team,Finance,active,us-west,windows,active
ASSET-006275,analytics-pipeline-dev-6275.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-east,windows,retired
ASSET-006276,order-service-qa-6276.internal,qa,order-service,Platform Engineering,Retail,maintenance,ap-southeast,windows,active
ASSET-006277,inventory-service-dev-6277.internal,dev,inventory-service,Logistics Team,Logistics,active,eu-west,linux,retired
ASSET-006278,warehouse-management-dev-6278.internal,dev,warehouse-management,Logistics Team,Logistics,active,us-west,linux,active
ASSET-006279,order-service-qa-6279.internal,qa,order-service,Platform Engineering,Retail,active,us-west,windows,active
ASSET-006280,notification-service-dev-6280.internal,dev,notification-service,Platform Engineering,Platform,active,us-west,linux,provisioning
ASSET-006281,order-service-dev-6281.internal,dev,order-service,Platform Engineering,Retail,active,us-west,windows,active
ASSET-006282,customer-portal-staging-6282.internal,staging,customer-portal,Customer Experience Team,Retail,active,eu-west,linux,active
ASSET-006283,analytics-pipeline-qa-6283.internal,qa,analytics-pipeline,Data Engineering,Platform,active,ap-southeast,windows,active
ASSET-006284,payment-gateway-dev-6284.internal,dev,payment-gateway,Payments Team,Finance,active,us-west,windows,active
ASSET-006285,auth-service-prod-6285.internal,prod,auth-service,Security Team,Platform,active,us-east,linux,active
ASSET-006286,api-gateway-dev-6286.internal,dev,api-gateway,SRE Team,Platform,active,ap-southeast,linux,active
ASSET-006287,inventory-service-prod-6287.internal,prod,inventory-service,Logistics Team,Logistics,active,us-west,linux,active
ASSET-006288,order-service-prod-6288.internal,prod,order-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-006289,customer-portal-qa-6289.internal,qa,customer-portal,Customer Experience Team,Retail,active,eu-west,windows,active
ASSET-006290,fraud-detection-dev-6290.internal,dev,fraud-detection,Security Team,Finance,active,ap-southeast,linux,active
ASSET-006291,auth-service-prod-6291.internal,prod,auth-service,Security Team,Platform,active,us-west,linux,retired
ASSET-006292,search-service-qa-6292.internal,qa,search-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-006293,order-service-dev-6293.internal,dev,order-service,Platform Engineering,Retail,decommissioned,us-west,linux,active
ASSET-006294,warehouse-management-qa-6294.internal,qa,warehouse-management,Logistics Team,Logistics,active,ap-southeast,linux,provisioning
ASSET-006295,inventory-service-qa-6295.internal,qa,inventory-service,Logistics Team,Logistics,active,ap-southeast,windows,active
ASSET-006296,recommendation-engine-prod-6296.internal,prod,recommendation-engine,Data Engineering,Retail,decommissioned,ap-southeast,windows,active
ASSET-006297,payment-gateway-staging-6297.internal,staging,payment-gateway,Payments Team,Finance,active,us-east,windows,active
ASSET-006298,fraud-detection-prod-6298.internal,prod,fraud-detection,Security Team,Finance,active,ap-southeast,linux,active
ASSET-006299,customer-portal-staging-6299.internal,staging,customer-portal,Customer Experience Team,Retail,active,us-west,linux,active
ASSET-006300,payment-gateway-staging-6300.internal,staging,payment-gateway,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-006301,notification-service-qa-6301.internal,qa,notification-service,Platform Engineering,Platform,active,ap-southeast,linux,active
ASSET-006302,order-service-prod-6302.internal,prod,order-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-006303,payment-gateway-prod-6303.internal,prod,payment-gateway,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-006304,analytics-pipeline-prod-6304.internal,prod,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,active
ASSET-006305,customer-portal-prod-6305.internal,prod,customer-portal,Customer Experience Team,Retail,active,eu-west,linux,active
ASSET-006306,notification-service-qa-6306.internal,qa,notification-service,Platform Engineering,Platform,active,us-east,linux,active
ASSET-006307,fraud-detection-dev-6307.internal,dev,fraud-detection,Security Team,Finance,active,eu-west,linux,active
ASSET-006308,inventory-service-prod-6308.internal,prod,inventory-service,Logistics Team,Logistics,maintenance,us-west,windows,deprecated
ASSET-006309,notification-service-dev-6309.internal,dev,notification-service,Platform Engineering,Platform,active,ap-southeast,linux,retired
ASSET-006310,payment-gateway-dev-6310.internal,dev,payment-gateway,Payments Team,Finance,active,us-west,windows,active
ASSET-006311,billing-engine-qa-6311.internal,qa,billing-engine,Payments Team,Finance,active,ap-southeast,linux,deprecated
ASSET-006312,customer-portal-qa-6312.internal,qa,customer-portal,Customer Experience Team,Retail,active,us-west,linux,active
ASSET-006313,order-service-qa-6313.internal,qa,order-service,Platform Engineering,Retail,maintenance,us-east,linux,active
ASSET-006314,inventory-service-dev-6314.internal,dev,inventory-service,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-006315,fraud-detection-dev-6315.internal,dev,fraud-detection,Security Team,Finance,active,us-east,linux,active
ASSET-006316,order-service-dev-6316.internal,dev,order-service,Platform Engineering,Retail,active,eu-west,windows,active
ASSET-006317,warehouse-management-dev-6317.internal,dev,warehouse-management,Logistics Team,Logistics,maintenance,us-west,windows,deprecated
ASSET-006318,reporting-dashboard-dev-6318.internal,dev,reporting-dashboard,Data Engineering,Platform,active,ap-southeast,linux,active
ASSET-006319,auth-service-staging-6319.internal,staging,auth-service,Security Team,Platform,active,us-west,linux,active
ASSET-006320,customer-portal-dev-6320.internal,dev,customer-portal,Customer Experience Team,Retail,active,us-west,linux,active
ASSET-006321,warehouse-management-qa-6321.internal,qa,warehouse-management,Logistics Team,Logistics,active,eu-west,macos,active
ASSET-006322,api-gateway-dev-6322.internal,dev,api-gateway,SRE Team,Platform,maintenance,ap-southeast,linux,active
ASSET-006323,inventory-service-qa-6323.internal,qa,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-006324,api-gateway-prod-6324.internal,prod,api-gateway,SRE Team,Platform,active,eu-west,linux,active
ASSET-006325,api-gateway-dev-6325.internal,dev,api-gateway,SRE Team,Platform,active,us-west,windows,active
ASSET-006326,payment-gateway-dev-6326.internal,dev,payment-gateway,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-006327,order-service-staging-6327.internal,staging,order-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-006328,recommendation-engine-dev-6328.internal,dev,recommendation-engine,Data Engineering,Retail,active,ap-southeast,linux,active
ASSET-006329,inventory-service-prod-6329.internal,prod,inventory-service,Logistics Team,Logistics,active,us-west,windows,active
ASSET-006330,search-service-prod-6330.internal,prod,search-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-006331,order-service-staging-6331.internal,staging,order-service,Platform Engineering,Retail,active,ap-southeast,macos,active
ASSET-006332,recommendation-engine-prod-6332.internal,prod,recommendation-engine,Data Engineering,Retail,decommissioned,us-east,windows,deprecated
ASSET-006333,shipping-tracker-qa-6333.internal,qa,shipping-tracker,Logistics Team,Logistics,active,eu-west,linux,deprecated
ASSET-006334,inventory-service-qa-6334.internal,qa,inventory-service,Logistics Team,Logistics,active,ap-southeast,windows,active
ASSET-006335,order-service-dev-6335.internal,dev,order-service,Platform Engineering,Retail,active,ap-southeast,windows,active
ASSET-006336,payment-gateway-dev-6336.internal,dev,payment-gateway,Payments Team,Finance,active,eu-west,linux,active
ASSET-006337,analytics-pipeline-dev-6337.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-west,windows,active
ASSET-006338,inventory-service-qa-6338.internal,qa,inventory-service,Logistics Team,Logistics,maintenance,ap-southeast,linux,active
ASSET-006339,fraud-detection-qa-6339.internal,qa,fraud-detection,Security Team,Finance,active,us-east,linux,active
ASSET-006340,search-service-dev-6340.internal,dev,search-service,Platform Engineering,Retail,active,ap-southeast,linux,active
ASSET-006341,customer-portal-staging-6341.internal,staging,customer-portal,Customer Experience Team,Retail,active,us-east,windows,active
ASSET-006342,api-gateway-dev-6342.internal,dev,api-gateway,SRE Team,Platform,active,eu-west,windows,active
ASSET-006343,search-service-dev-6343.internal,dev,search-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-006344,recommendation-engine-dev-6344.internal,dev,recommendation-engine,Data Engineering,Retail,active,ap-southeast,linux,provisioning
ASSET-006345,payment-gateway-staging-6345.internal,staging,payment-gateway,Payments Team,Finance,active,eu-west,linux,deprecated
ASSET-006346,recommendation-engine-qa-6346.internal,qa,recommendation-engine,Data Engineering,Retail,active,ap-southeast,windows,active
ASSET-006347,analytics-pipeline-staging-6347.internal,staging,analytics-pipeline,Data Engineering,Platform,active,ap-southeast,linux,active
ASSET-006348,api-gateway-dev-6348.internal,dev,api-gateway,SRE Team,Platform,active,ap-southeast,linux,active
ASSET-006349,billing-engine-qa-6349.internal,qa,billing-engine,Payments Team,Finance,maintenance,us-east,linux,active
ASSET-006350,recommendation-engine-prod-6350.internal,prod,recommendation-engine,Data Engineering,Retail,active,us-west,linux,active
ASSET-006351,notification-service-dev-6351.internal,dev,notification-service,Platform Engineering,Platform,active,us-west,linux,active
ASSET-006352,order-service-qa-6352.internal,qa,order-service,Platform Engineering,Retail,active,us-east,linux,retired
ASSET-006353,inventory-service-dev-6353.internal,dev,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-006354,reporting-dashboard-dev-6354.internal,dev,reporting-dashboard,Data Engineering,Platform,active,us-east,windows,active
ASSET-006355,warehouse-management-qa-6355.internal,qa,warehouse-management,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-006356,notification-service-dev-6356.internal,dev,notification-service,Platform Engineering,Platform,active,us-west,linux,provisioning
ASSET-006357,recommendation-engine-qa-6357.internal,qa,recommendation-engine,Data Engineering,Retail,active,ap-southeast,windows,provisioning
ASSET-006358,order-service-prod-6358.internal,prod,order-service,Platform Engineering,Retail,active,ap-southeast,linux,active
ASSET-006359,order-service-dev-6359.internal,dev,order-service,Platform Engineering,Retail,active,us-east,windows,provisioning
ASSET-006360,billing-engine-dev-6360.internal,dev,billing-engine,Payments Team,Finance,active,ap-southeast,windows,active
ASSET-006361,search-service-prod-6361.internal,prod,search-service,Platform Engineering,Retail,active,us-east,linux,deprecated
ASSET-006362,api-gateway-qa-6362.internal,qa,api-gateway,SRE Team,Platform,decommissioned,us-west,linux,active
ASSET-006363,warehouse-management-prod-6363.internal,prod,warehouse-management,Logistics Team,Logistics,maintenance,ap-southeast,linux,active
ASSET-006364,shipping-tracker-dev-6364.internal,dev,shipping-tracker,Logistics Team,Logistics,active,us-west,linux,active
ASSET-006365,fraud-detection-staging-6365.internal,staging,fraud-detection,Security Team,Finance,maintenance,ap-southeast,linux,provisioning
ASSET-006366,billing-engine-prod-6366.internal,prod,billing-engine,Payments Team,Finance,active,eu-west,linux,active
ASSET-006367,fraud-detection-dev-6367.internal,dev,fraud-detection,Security Team,Finance,active,us-east,linux,retired
ASSET-006368,payment-gateway-prod-6368.internal,prod,payment-gateway,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-006369,order-service-staging-6369.internal,staging,order-service,Platform Engineering,Retail,decommissioned,us-east,linux,provisioning
ASSET-006370,order-service-prod-6370.internal,prod,order-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-006371,api-gateway-dev-6371.internal,dev,api-gateway,SRE Team,Platform,active,us-west,linux,active
ASSET-006372,inventory-service-qa-6372.internal,qa,inventory-service,Logistics Team,Logistics,active,us-east,linux,deprecated
ASSET-006373,api-gateway-dev-6373.internal,dev,api-gateway,SRE Team,Platform,active,eu-west,windows,active
ASSET-006374,recommendation-engine-prod-6374.internal,prod,recommendation-engine,Data Engineering,Retail,active,us-west,windows,active
ASSET-006375,payment-gateway-dev-6375.internal,dev,payment-gateway,Payments Team,Finance,active,us-east,windows,active
ASSET-006376,fraud-detection-dev-6376.internal,dev,fraud-detection,Security Team,Finance,active,eu-west,linux,active
ASSET-006377,payment-gateway-prod-6377.internal,prod,payment-gateway,Payments Team,Finance,active,us-east,linux,active
ASSET-006378,payment-gateway-dev-6378.internal,dev,payment-gateway,Payments Team,Finance,maintenance,eu-west,linux,active
ASSET-006379,analytics-pipeline-qa-6379.internal,qa,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,active
ASSET-006380,customer-portal-dev-6380.internal,dev,customer-portal,Customer Experience Team,Retail,maintenance,ap-southeast,macos,active
ASSET-006381,customer-portal-staging-6381.internal,staging,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,retired
ASSET-006382,payment-gateway-dev-6382.internal,dev,payment-gateway,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-006383,search-service-qa-6383.internal,qa,search-service,Platform Engineering,Retail,active,ap-southeast,linux,provisioning
ASSET-006384,order-service-qa-6384.internal,qa,order-service,Platform Engineering,Retail,active,us-east,windows,deprecated
ASSET-006385,shipping-tracker-dev-6385.internal,dev,shipping-tracker,Logistics Team,Logistics,active,eu-west,linux,retired
ASSET-006386,analytics-pipeline-dev-6386.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-east,windows,active
ASSET-006387,billing-engine-dev-6387.internal,dev,billing-engine,Payments Team,Finance,active,us-east,windows,active
ASSET-006388,recommendation-engine-staging-6388.internal,staging,recommendation-engine,Data Engineering,Retail,active,us-west,macos,retired
ASSET-006389,shipping-tracker-dev-6389.internal,dev,shipping-tracker,Logistics Team,Logistics,decommissioned,us-west,linux,provisioning
ASSET-006390,search-service-dev-6390.internal,dev,search-service,Platform Engineering,Retail,active,us-west,windows,active
ASSET-006391,warehouse-management-dev-6391.internal,dev,warehouse-management,Logistics Team,Logistics,active,us-east,windows,active
ASSET-006392,notification-service-qa-6392.internal,qa,notification-service,Platform Engineering,Platform,active,us-west,windows,active
ASSET-006393,shipping-tracker-staging-6393.internal,staging,shipping-tracker,Logistics Team,Logistics,active,us-east,windows,active
ASSET-006394,analytics-pipeline-qa-6394.internal,qa,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,active
ASSET-006395,analytics-pipeline-prod-6395.internal,prod,analytics-pipeline,Data Engineering,Platform,active,us-west,windows,active
